credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,educational,1.379,170.38,1.122.524.339,20.86,767,7.950.041.667,38511,22.9,2,0,0,0
1,all_other,932,319.47,1.081.977.828,0.36,777,3.092.041.667,311,0.5,2,0,0,0
1,debt_consolidation,1.347,203.54,1.122.524.339,4.75,682,5520,6684,66.2,1,0,0,0
1,debt_consolidation,1.411,342.29,1.077.895.629,15,687,4.590.041.667,11011,57.1,0,2,0,0
1,debt_consolidation,1.095,163.57,1.081.977.828,6.38,717,3630,4044,18,0,0,1,0
1,debt_consolidation,1.537,522.7,1.171.993.963,6.52,677,2880,92391,72.6,0,0,0,0
1,major_purchase,0.08,206.04,1.071.441.777,13.28,767,11310,5889,27.1,3,0,0,0
1,small_business,1.126,492.95,1.093.310.697,7.16,737,2970,30282,54.3,1,0,0,0
1,credit_card,1.726,500.98,1.181.303.006,9.33,672,1.650.041.667,29101,96.6,1,0,0,0
1,small_business,1.253,100.4,101.266.311,3.65,712,2190,3238,10.4,0,0,0,0
1,debt_consolidation,1.411,513.44,1.100.209.984,14.02,692,2.370.041.667,20002,52.2,3,0,0,1
1,credit_card,1.505,346.92,1.112.726.298,13.96,672,2.294.041.667,6365,25.2,1,1,0,0
1,small_business,1.442,343.83,1.100.209.984,11.26,682,6540,4395,57.8,2,0,1,1
1,all_other,1.379,340.76,1.077.895.629,4.95,687,3.150.041.667,1718,14.9,1,0,0,0
1,major_purchase,0.08,56.41,1.195.969.885,0.18,797,1.215.304.167,2044,7.5,2,0,0,0
1,debt_consolidation,963,231.08,1.084.251.777,12.53,727,2490,1596,8.9,2,0,0,0
1,debt_consolidation,1.253,401.6,1.081.977.828,11.88,722,2.790.041.667,7085,41.7,1,0,0,1
1,major_purchase,0.08,219.36,1.147.950.642,11.79,817,5.961.958.333,1254,3.8,0,0,0,0
1,credit_card,1.253,301.2,1.081.977.828,15.41,727,1.590.041.667,6183,31.5,1,0,0,0
1,debt_consolidation,1.189,596.96,1.115.625.052,11.23,747,4.440.958.333,11286,69.5,0,1,0,0
1,debt_consolidation,1.347,644.53,1.171.993.963,4.64,762,5829,7888,7.5,1,0,0,0
1,all_other,963,192.57,1.108.214.255,0.28,752,2.280.041.667,1070,16.5,0,0,0,0
1,credit_card,1.189,497.46,1.191.839.057,6.78,752,6150,24055,54.2,1,0,0,0
1,debt_consolidation,1.537,348.47,1.059.653.473,20.16,667,3.090.041.667,10393,78.7,3,0,0,0
1,debt_consolidation,1.253,602.4,1.118.725.073,11.37,732,5100,14940,40.2,2,0,0,0
1,all_other,1.189,497.46,1.120.504.069,04.05,782,2.760.041.667,552,2.9,1,0,0,0
1,debt_consolidation,1.316,354.59,1.091.523.391,7,702,1.920.041.667,10720,63.4,1,0,0,0
1,all_other,768,155.96,1.156.171.563,14.09,777,3960,3272,5.8,3,0,0,0
1,debt_consolidation,1.411,205.38,1.059.663.473,19.67,667,3240,5155,56.6,1,0,0,1
1,debt_consolidation,0.08,125.35,1.140.756.495,8.97,757,4.470.041.667,51498,31,0,0,0,0
1,all_other,1.221,99.95,1.025.132.355,6.44,712,2940,5064,72.3,2,0,0,0
1,debt_consolidation,1.316,168.86,1.027.394.705,23.12,707,2490,7058,94.3,3,0,0,0
1,debt_consolidation,1.316,405.25,1.130.220.443,20.5,702,3240,57822,78.5,0,0,0,1
1,educational,1.189,39.8,9.798.127.037,14.07,787,5.621.041.667,14,2.8,0,0,0,0
1,debt_consolidation,1.442,687.66,1.147.210.347,07.09,707,4771,10047,70.3,0,0,0,0
1,debt_consolidation,0.16,210.95,1.003.819.326,18.62,662,1.740.041.667,5040,71,2,0,0,0
1,debt_consolidation,0.08,141.02,9.903.687.533,13.74,777,1.041.104.167,3223,4,0,0,0,0
1,all_other,1.316,472.79,10.858.999,7.13,717,3.120.041.667,8358,46.2,2,0,0,0
1,all_other,1.442,371.34,104.341.158,6.78,732,1170,932,15.5,0,0,0,0
1,debt_consolidation,1.568,665.03,109.355.326,22.25,692,5880,13303,95,1,0,0,0
1,credit_card,963,417.23,1.071.441.777,8.16,787,6630,176,0.3,3,0,0,0
1,all_other,1.253,334.67,1.030.895.266,17.76,732,1.950.041.667,312,3.6,1,0,0,0
1,debt_consolidation,1.221,333.15,113.223.701,1.42,747,2.670.041.667,4399,18.4,0,0,0,0
1,credit_card,1.411,154.03,1.029.200.994,18.1,672,4440,4321,56.5,2,2,0,0
1,debt_consolidation,1.632,565.02,1.108.214.255,20.22,687,5.340.041.667,16731,96.2,1,0,1,0
1,debt_consolidation,1.347,203.54,9.998.615.898,7.31,712,3.780.041.667,6095,73.4,2,0,0,0
1,all_other,1.695,285.02,1.242.520.818,8.46,662,5100,47014,96.5,3,0,0,0
1,all_other,1.284,100.86,1.108.201.946,4.89,687,5520,2305,31.6,1,0,0,1
1,debt_consolidation,1.379,477.06,113.736.634,17.26,702,6960,43998,87.6,0,0,0,1
1,debt_consolidation,1.284,302.57,1.071.441.777,9.68,712,6.720.041.667,2058,4.2,0,1,0,0
1,home_improvement,1.442,550.13,1.136.214.909,4.35,687,6900,13171,25.3,3,1,0,0
1,credit_card,1.474,328.1,1.074.879.772,19.81,672,7.050.041.667,28594,67,2,0,0,0
1,debt_consolidation,1.853,706.5,1.100.209.984,13.88,662,1.590.041.667,0,0,1,0,0,0
1,all_other,1.189,49.75,1.023.981.692,5.62,752,1.560.041.667,47,1.6,2,0,0,0
1,debt_consolidation,1.221,359.81,1.132.659.589,12.68,717,6.810.041.667,23722,51.8,0,0,0,1
1,small_business,1.253,836.66,1.233.490.552,7.9,747,4680,9393,16,1,0,0,0
1,debt_consolidation,963,385.14,1.225.486.281,13.14,762,9.503.958.333,56967,28.3,2,0,0,0
1,all_other,1.221,133.26,1.071.441.777,19.81,712,3.090.041.667,9754,61.3,1,0,0,0
1,home_improvement,1.316,185.74,1.012.262.308,23.52,692,2.850.041.667,22479,86.8,2,0,0,1
1,debt_consolidation,1.474,248.67,9.852.194.258,15.47,697,1.260.041.667,7249,47.1,0,0,0,0
1,debt_consolidation,963,577.7,1.055.174.196,04.05,772,14167,8259,42.8,2,0,0,0
1,debt_consolidation,1.347,508.84,1.146.167.427,11.89,702,4.500.041.667,31565,68.3,0,0,0,1
1,educational,1.695,171.01,961.580.548,9.36,662,1.267.041.667,2368,84.6,1,0,0,1
1,debt_consolidation,1.442,481.36,1.173.606.902,13.27,682,8473,30160,33.1,2,1,0,0
1,credit_card,1.347,169.62,1.131.447.453,15.2,682,5.334.041.667,28637,63.3,0,1,0,0
1,debt_consolidation,1.316,236.4,1.043.399.815,18.85,697,2641,566,8.2,3,2,0,1
1,small_business,1.284,403.42,1.122.524.339,22.45,732,4410,11194,32.9,3,0,0,0
1,credit_card,1.253,267.73,1.075.798.798,9.32,712,4472,3489,42.5,1,0,0,0
1,all_other,1.537,278.77,1.122.524.339,10.03,667,3.390.041.667,2646,22.2,2,0,0,0
1,debt_consolidation,1.379,477.06,1.081.977.828,3.7,707,2580,14499,63,3,1,0,0
1,all_other,1.568,525.03,1.030.895.266,2.68,682,1.201.041.667,3004,27.1,2,0,0,0
1,major_purchase,737,111.77,1.103.495.418,3.5,777,6630,5514,19.5,0,0,0,0
1,all_other,1.379,340.76,1.091.508.846,19.83,707,1500,7284,29,0,0,0,0
1,all_other,1.379,511.14,1.127.720.313,03.08,752,4380,2149,17.5,7,0,0,0
1,debt_consolidation,1.284,705.98,1.112.726.298,18.09,727,3.870.041.667,22289,49.8,1,0,0,0
1,home_improvement,963,481.42,1.169.524.702,2.93,802,4442,7265,11.7,0,0,0,0
1,debt_consolidation,1.189,431.14,1.093.364.254,20.11,737,5.040.041.667,12755,64.4,0,0,0,0
1,all_other,1.379,286.24,1.140.756.495,15.05,682,4.980.041.667,26295,70.3,0,1,0,0
1,small_business,932,223.63,1.081.977.828,7.8,742,3720,5749,33.8,0,0,0,0
1,debt_consolidation,1.348,678.49,1.164.745.636,14.67,702,5.041.041.667,22908,59.2,3,0,0,0
1,small_business,963,77.03,1.004.324.949,2.14,727,5.340.041.667,948,13.5,1,0,1,0
1,all_other,1.474,690.74,1.122.524.339,0.32,702,2.820.041.667,2229,14.1,0,0,0,0
1,debt_consolidation,932,319.47,106.454.249,24.37,757,3.390.041.667,1711,24.1,2,0,0,0
1,debt_consolidation,1.284,228.61,1.087.804.719,11.59,707,2.046.041.667,7398,70.5,1,0,0,0
1,small_business,1.505,277.53,1.062.132.735,10.62,682,3270,6933,82.5,1,0,0,0
1,small_business,1.284,840.45,1.115.625.052,03.02,757,7.830.041.667,2906,4.5,0,1,0,0
1,credit_card,963,192.57,1.034.817.337,22.46,732,2640,11049,28.3,0,0,0,0
1,credit_card,0.16,351.58,1.162.625.415,17.94,662,4320,15206,38,2,1,0,0
1,all_other,1.695,160.33,1.083.958.091,5.65,662,2611,1925,96.2,0,1,0,0
1,small_business,0.08,112.81,1.046.310.334,9.74,737,3360,9376,41.5,0,0,0,0
1,credit_card,1.316,303.94,104.341.158,21.46,717,5490,12439,55.8,0,0,0,0
1,all_other,0.08,125.35,1.095.080.655,12.21,767,3.900.041.667,60506,31.9,2,0,0,0
1,debt_consolidation,1.189,90.38,9.809.176.873,10.55,727,2.430.041.667,7226,51.6,0,0,0,0
1,debt_consolidation,1.284,168.09,1.049.750.477,11.59,707,1.650.041.667,4516,30.9,0,0,0,0
1,debt_consolidation,1.568,525.03,1.135.050.065,22.16,672,2970,24143,59.5,1,0,0,1
1,credit_card,963,320.95,1.030.092.049,7.38,777,5100,2770,9.1,0,1,0,0
1,debt_consolidation,1.189,497.46,1.115.625.052,6.19,747,2.700.041.667,16476,43.1,0,0,0,0
1,credit_card,1.568,420.02,1.173.610.102,10.54,667,4.860.041.667,15187,87.3,0,1,0,0
1,home_improvement,1.392,382.34,1.041.271.189,18.07,682,3300,6720,88.4,3,0,0,1
1,debt_consolidation,737,108.66,1.108.214.255,7.68,782,5.340.041.667,4991,7.7,0,0,0,0
1,credit_card,963,115.54,1.037.349.118,15.11,717,2.753.958.333,12811,41.5,1,0,0,0
1,debt_consolidation,1.379,340.76,1.100.209.984,15.14,697,4800,10852,64.2,1,0,1,1
1,debt_consolidation,1.347,135.7,1.100.209.984,17.86,682,3750,1267,31.7,0,0,0,1
1,credit_card,1.253,381.52,1.081.977.828,14.5,722,4.680.041.667,8775,48,0,0,0,0
1,all_other,1.442,515.74,1.095.954.023,21.54,682,2280,4649,43.4,0,0,0,0
1,credit_card,1.442,515.74,1.156.171.563,15.61,697,2.040.041.667,12352,34.7,1,0,1,0
1,debt_consolidation,963,481.42,1.215.477.935,9.64,772,8.520.041.667,12228,17.5,1,0,0,0
1,debt_consolidation,1.537,69.7,1.106.657.586,15.45,667,4080,16181,96.3,1,1,0,0
1,home_improvement,1.379,511.14,1.071.441.777,6.72,697,3.841.041.667,14244,29.6,0,0,0,0
1,educational,1.253,200.8,1.008.580.911,11.85,702,4441,153,25.5,1,0,0,0
1,debt_consolidation,1.347,183.19,102.606.024,18.18,687,2.730.041.667,3647,66.3,0,0,0,0
1,debt_consolidation,1.411,219.07,1.071.441.777,16.05,692,2970,8959,90.5,0,0,0,0
1,debt_consolidation,1.568,525.03,1.092.773.543,22.3,677,3.150.041.667,28473,88.3,1,0,0,0
1,small_business,1.253,150.6,110.744.205,22.47,717,9780,8596,90.5,0,0,0,0
1,debt_consolidation,0.16,527.36,1.103.488.966,7.39,672,7.800.041.667,11307,50,3,0,0,0
1,small_business,963,160.48,104.341.158,0.39,747,3.480.041.667,1063,6.2,4,0,0,0
1,small_business,1.505,520.37,1.128.978.191,11.38,677,4410,31724,90.4,2,0,0,1
1,major_purchase,1.284,151.29,1.059.663.473,1.95,722,4442,337,3,2,0,0,0
1,all_other,1.442,279.36,9.392.661.929,0,687,5193,0,0,0,1,0,0
1,small_business,1.537,174.24,1.071.441.777,7.55,692,1440,11369,80.6,0,0,0,0
1,debt_consolidation,963,192.57,1.081.977.828,9.1,732,3660,1825,15.6,2,0,0,0
1,small_business,0.08,219.36,1.177.528.973,3.78,762,5.010.041.667,20488,24.7,1,0,0,0
1,small_business,0.08,313.37,1.133.857.208,2.63,802,4.320.041.667,5390,10.4,0,0,0,0
1,debt_consolidation,1.442,206.3,9.980.448.594,18.39,677,1890,11297,85.6,1,0,0,0
1,debt_consolidation,1.411,205.38,1.046.321.762,16.76,677,3600,1243,22.6,0,1,0,0
1,debt_consolidation,963,320.95,112.771.525,19.9,752,3300,4474,82.9,4,0,0,1
1,all_other,1.695,178.14,1.160.823.564,14.95,677,6990,49238,48.3,0,4,0,0
1,debt_consolidation,1.347,407.08,1.096.439.797,17.74,697,5910,11401,83.2,0,0,0,1
1,small_business,963,385.14,1.135.040.654,22.11,752,5550,13073,16.5,0,0,0,0
1,debt_consolidation,1.531,487.42,1.108.214.255,23.13,682,3.750.041.667,13641,97.4,0,0,1,0
1,credit_card,963,192.57,1.261.153.775,5.74,727,6201,132103,14.2,0,0,1,0
1,all_other,932,51.12,1.034.174.248,19.21,727,4.620.041.667,714,10.1,3,0,1,0
1,debt_consolidation,1.411,342.29,1.091.501.573,16.52,682,7.950.041.667,18707,73.4,1,0,0,0
1,debt_consolidation,0.16,506.27,104.341.158,14.86,667,2880,8969,53.7,0,0,0,0
1,credit_card,1.287,134.54,9.966.462.352,10.08,702,1.439.958.333,4428,59,0,0,0,0
1,small_business,963,481.42,1.160.823.564,5.65,777,5.370.041.667,25476,16.5,1,0,0,0
1,all_other,963,70.61,106.454.249,21.77,722,2970,14544,38,0,0,0,0
1,educational,1.284,504.27,1.116.194.854,11.42,722,4.920.041.667,27576,73.7,1,0,0,0
1,small_business,1.347,251.88,1.017.732.422,12.68,697,3720,16280,74.7,0,0,0,1
1,credit_card,1.347,182.34,1.016.585.182,23.68,687,2280,16757,85.1,0,0,0,0
1,debt_consolidation,1.284,336.18,1.081.977.828,17.26,707,5.580.041.667,12013,42.5,3,1,0,0
1,credit_card,1.379,163.57,1.079.957.558,2.45,672,1860,8757,67.9,0,0,0,0
1,small_business,0.08,188.02,101.266.311,12.62,762,5194,8440,17.1,3,0,0,0
1,credit_card,0.08,188.02,1.069.194.491,16.96,757,4440,3628,9.3,0,0,0,0
1,debt_consolidation,1.189,215.57,9.952.277.717,8.57,722,3.210.041.667,9317,53.6,1,0,0,1
1,home_improvement,1.316,151.97,9.392.661.929,11.5,742,4.531.041.667,3954,24,5,0,0,0
1,credit_card,932,319.47,1.077.895.629,20.07,752,6210,8903,77.4,0,0,0,0
1,all_other,768,187.15,1.142.081.018,1.29,777,4.200.041.667,5921,10.5,0,0,0,0
1,debt_consolidation,1.411,438.13,1.141.420.949,20.33,702,4.859.958.333,32785,91.8,3,0,0,0
1,all_other,0.08,172.35,1.030.895.266,0.8,802,3996,527,1,0,0,0,0
1,debt_consolidation,1.189,132.66,1.029.336.514,5.81,757,1890,65,0.9,0,0,0,0
1,credit_card,1.189,82.91,9.998.615.898,17.13,707,3.090.041.667,9847,44.4,1,1,0,0
1,credit_card,1.189,497.46,1.195.761.129,5.2,752,3.030.041.667,6077,7.8,1,0,0,0
1,credit_card,1.505,499.56,1.065.725.935,7,677,4.530.041.667,7854,81,0,0,0,0
1,all_other,1.347,169.62,1.091.501.573,8.66,707,1530,5337,56.2,0,0,0,0
1,all_other,1.189,182.41,1.059.663.473,19.54,722,8.190.041.667,919,6.1,0,0,0,0
1,debt_consolidation,1.411,212.22,1.016.585.182,12.97,677,3330,1365,40.1,1,1,0,0
1,debt_consolidation,1.474,518.06,113.736.634,23.49,682,4.500.041.667,28766,0.1,1,0,0,0
1,major_purchase,963,320.95,1.115.625.052,04.08,762,2.700.041.667,110,11,0,0,0,0
1,debt_consolidation,1.442,515.74,1.144.035.477,15.81,692,7020,25892,89,1,0,1,0
1,all_other,1.221,99.95,1.015.019.137,8.25,767,1860,72,2.8,1,0,0,0
1,debt_consolidation,1.635,176.65,1.132.779.998,7.52,662,1169,25505,60.7,2,0,0,0
1,all_other,1.189,165.82,1.059.653.473,7.14,737,1.011.004.167,8773,57.2,0,1,0,0
1,educational,963,107.52,1.125.544.923,7.3,717,3.420.041.667,14578,56.1,0,0,0,0
1,credit_card,1.221,204.89,1.028.874.995,22.2,707,2.378.041.667,15509,53.5,1,0,0,0
1,all_other,1.189,397.97,1.059.663.473,21.36,732,4.920.041.667,22026,65.9,1,0,0,0
1,educational,179,108.3,1.188.448.902,19.97,672,1.047.004.167,29748,51.3,0,1,0,0
1,debt_consolidation,1.663,532.05,1.100.126.616,11.15,667,4410,13672,93.8,1,0,0,1
1,debt_consolidation,1.347,395.2,1.096.812.932,13.28,692,3.210.041.667,22195,45.7,1,0,0,0
1,all_other,1.347,508.84,1.184.228.676,6.76,707,1.155.004.167,0,0,3,1,0,0
1,small_business,1.221,249.87,1.096.812.932,1.41,777,5464,3444,23.8,3,0,0,0
1,all_other,1.316,118.2,1.077.895.629,19.6,687,2610,13632,50.7,1,0,0,0
1,debt_consolidation,1.505,260.19,1.044.592.812,17.51,692,3.452.041.667,15708,95.8,2,0,0,0
1,debt_consolidation,1.379,381.65,1.119.547.123,18.82,692,7.560.041.667,18384,43.5,1,1,0,0
1,debt_consolidation,1.474,381.64,1.105.089.001,15.47,677,5.250.041.667,27780,74.7,1,0,0,0
1,home_improvement,1.189,331.64,1.113.453.063,18.83,727,4110,24185,44.9,2,0,0,1
1,debt_consolidation,1.632,459.08,1.082.972.862,17.23,667,1470,6570,39.3,1,0,0,0
1,debt_consolidation,1.379,408.91,1.106.657.586,24.7,687,4080,11972,72.1,0,0,0,0
1,debt_consolidation,1.474,345.37,1.120.536.716,7.59,687,4740,4073,81.5,2,0,0,0
1,debt_consolidation,1.505,520.37,1.131.203.252,11.71,692,3660,18126,96.9,0,0,0,0
1,home_improvement,1.253,502,1.185.651.517,03.03,732,6.000.041.667,2732,4.9,0,1,0,0
1,major_purchase,1.284,268.95,1.195.675.836,8.21,707,6210,23021,78.3,3,0,0,0
1,debt_consolidation,1.347,441,1.085.892.207,12.44,707,2.700.041.667,8898,75.4,0,0,0,1
1,debt_consolidation,1.347,217.11,1.077.895.629,20.32,687,3.420.041.667,9216,38.9,1,1,0,0
1,debt_consolidation,963,231.08,1.071.441.777,6.8,722,2640,9500,31.1,1,0,0,0
1,credit_card,1.568,471.65,1.058.357.482,18.08,677,3.431.041.667,18688,92.1,1,0,1,0
1,debt_consolidation,1.189,215.57,1.059.663.473,23.88,717,2250,6901,21.2,1,0,0,0
1,home_improvement,1.189,165.82,109.329.641,2.23,747,2280,3200,43.2,4,0,0,0
1,all_other,963,481.42,1.096.044.417,16.97,797,13470,3658,5.4,0,0,0,0
1,credit_card,0.08,282.03,1.177.528.973,17.15,782,7.050.041.667,7181,30.3,0,0,0,0
1,debt_consolidation,1.189,99.5,1.012.647.109,19.06,707,8730,1952,26,0,0,0,1
1,all_other,0.08,313.37,1.091.508.846,9.6,802,5550,2893,5.3,0,0,0,1
1,all_other,1.505,138.77,1.010.217.446,22.48,662,6.870.041.667,4624,67,0,1,0,0
1,credit_card,963,231.08,1.059.663.473,20.07,747,1.047.004.167,12776,68.3,0,0,0,0
1,credit_card,1.253,284.47,1.059.663.473,4.47,717,4806,7174,56.6,3,0,1,0
1,credit_card,1.189,258.68,1.077.895.629,9.63,742,4.953.041.667,3501,23.5,1,0,0,1
1,debt_consolidation,1.505,294.88,1.049.127.422,18.57,667,1830,8297,72.1,0,0,0,1
1,all_other,0.16,175.79,1.077.891.462,3.73,672,1530,3218,42.9,3,0,0,0
1,all_other,1.316,67.55,1.018.490.001,14.54,717,2.820.041.667,0,0,2,0,0,0
1,credit_card,1.347,339.23,1.108.214.255,8.51,697,4.530.041.667,15351,77.9,1,0,0,0
1,all_other,1.221,666.3,1.116.809.439,15.69,802,5.400.041.667,114,0.3,0,0,0,0
1,debt_consolidation,1.505,294.88,9.903.487.553,12,667,2.490.041.667,6574,79.2,1,0,0,0
1,credit_card,1.505,312.23,1.089.673.933,23.8,682,3360,35379,89.4,0,0,0,1
1,educational,1.347,186.58,1.043.399.815,15.64,682,3300,13403,83.8,1,0,0,0
1,debt_consolidation,1.537,522.7,1.169.524.702,12.72,687,3.210.041.667,23997,36.9,1,1,0,0
1,home_improvement,932,303.5,1.156.171.563,13.93,762,5132,10828,14,2,0,0,0
1,debt_consolidation,1.221,399.78,1.103.127.022,20.59,732,1860,2941,56.6,1,0,0,0
1,debt_consolidation,932,31.95,111.123.882,21.19,727,5550,22930,51.2,2,0,0,0
1,credit_card,1.442,481.36,1.088.556.602,17,687,1830,6309,70.1,0,0,0,1
1,credit_card,1.253,176.54,1.081.977.828,18.62,702,7.530.041.667,8063,64.2,2,0,1,0
1,debt_consolidation,963,70.61,9.183.174.704,18.62,717,5190,5209,46.9,0,0,1,0
1,home_improvement,768,187.15,1.101.039.864,11.58,787,3.810.041.667,1157,5.2,0,0,0,0
1,home_improvement,768,187.15,1.159.910.316,14.12,777,7.860.041.667,13430,30.9,2,0,0,0
1,all_other,1.221,383.13,1.119.821.472,01.05,737,3660,19,0.2,0,1,0,0
1,debt_consolidation,1.284,588.32,1.081.977.828,14.21,717,3.450.041.667,19621,80.7,0,0,0,0
1,debt_consolidation,1.442,171.92,1.030.895.266,11.16,672,4.170.041.667,9493,56.8,1,0,0,0
1,debt_consolidation,1.695,712.54,1.165.268.741,15.74,677,5190,13273,89.7,0,1,0,0
1,debt_consolidation,1.221,369.8,1.038.108.726,23.71,717,3090,14339,58.1,0,0,0,0
1,educational,0.16,225.01,1.030.895.266,5.76,667,1.290.041.667,395,1.7,2,1,0,0
1,all_other,963,481.42,1.166.992.921,4.24,797,4.560.041.667,5491,10.6,0,0,0,0
1,credit_card,963,231.08,1.124.723.969,11.14,722,3.510.041.667,9222,48,1,1,0,0
1,all_other,932,111.82,1.087.804.719,15.42,727,2.340.041.667,2880,27.4,0,0,0,0
1,debt_consolidation,1.758,431.31,1.108.214.255,8.62,667,6.690.041.667,21233,57.1,3,0,0,0
1,debt_consolidation,1.411,342.29,1.100.209.984,18.92,697,2.310.041.667,16843,90.1,1,0,0,0
1,debt_consolidation,1.284,504.27,1.071.441.777,6.59,717,2.040.041.667,12644,30.8,3,0,0,0
1,debt_consolidation,1.221,333.15,1.081.985.828,3,717,3433,6063,19.6,0,0,0,0
1,credit_card,1.632,565.02,1.100.209.984,21.46,667,7.200.041.667,20702,82.5,2,1,0,1
1,debt_consolidation,1.474,189.96,1.030.895.266,16.04,677,1.590.041.667,2640,80,0,0,0,0
1,debt_consolidation,963,150.85,1.136.210.258,18.54,732,3990,23096,55.3,1,0,0,0
1,small_business,1.284,252.14,1.091.508.846,8.92,732,2581,4590,17.7,1,0,0,0
1,debt_consolidation,1.663,532.05,112.586.008,20.15,692,3.900.041.667,36123,98.4,3,0,0,0
1,debt_consolidation,1.379,340.76,1.037.349.118,20.29,692,6570,16354,63.6,0,0,0,0
1,all_other,1.221,399.78,1.071.441.777,14.27,747,7740,7224,73.7,0,0,0,0
1,all_other,963,192.57,1.094.552.949,16.78,722,2.700.041.667,13066,24.9,1,0,0,0
1,major_purchase,1.537,375.47,994.251.594,05.02,687,1205,1889,43.9,2,0,0,0
1,debt_consolidation,1.253,167.34,1.124.504.602,23.29,712,4.530.041.667,40752,89.5,0,0,0,0
1,debt_consolidation,1.316,675.41,1.165.268.741,9.52,717,8.253.041.667,22424,34.4,0,0,0,0
1,debt_consolidation,1.442,275.07,1.047.925.786,24.63,677,5880,8928,62.2,2,0,0,0
1,all_other,737,60.54,1.054.534.144,14.49,777,4.950.041.667,1595,5.1,0,0,0,0
1,credit_card,932,191.69,1.096.819.829,3.41,737,6.870.041.667,7711,58.4,3,0,0,0
1,credit_card,768,155.96,116.351.431,01.07,787,3.150.041.667,4333,17.1,0,0,0,0
1,educational,1.379,170.38,1.135.040.654,0.42,737,1140,890,6.4,1,0,0,0
1,major_purchase,0.08,282.03,1.085.591.733,8.4,792,3.870.041.667,2475,12.3,1,0,0,0
1,small_business,1.284,672.36,1.115.625.052,16.87,747,5001,4304,4.1,4,0,0,0
1,educational,1.284,50.43,1.140.756.495,17.32,692,7320,27248,79.4,1,0,0,0
1,all_other,1.253,80.32,9.998.615.898,23.73,707,1.620.041.667,3228,38.4,3,0,0,0
1,all_other,1.189,232.15,1.089.807.177,17.95,712,4.920.041.667,14968,28.1,1,0,0,0
1,all_other,1.347,169.62,1.108.220.409,18.92,687,5550,0,0,1,3,0,0
1,home_improvement,1.347,308.7,1.103.495.418,7.61,702,8071,22493,30.9,1,0,0,0
1,educational,1.442,182.23,1.081.985.828,15.24,672,2.760.041.667,2401,57.2,0,0,0,0
1,credit_card,1.221,199.89,9.952.277.717,11.77,712,1.515.004.167,8680,24.6,0,0,1,0
1,debt_consolidation,1.316,236.4,1.140.756.495,5.83,697,7.140.041.667,8091,36.4,0,0,0,0
1,home_improvement,963,192.57,1.127.720.313,9.92,767,3600,1431,4.4,4,0,0,0
1,credit_card,963,192.57,1.126.446.411,7.29,727,2672,11646,33.8,3,0,0,0
1,small_business,1.843,181.85,9.903.487.553,10.32,697,1545,3688,97.1,1,0,0,0
1,debt_consolidation,1.284,336.18,1.023.995.979,10.89,712,2370,9020,56.7,1,0,0,0
1,credit_card,963,247.13,1.128.978.191,24.5,737,9.360.041.667,13734,75.5,1,0,0,0
1,debt_consolidation,1.379,195.94,10.858.999,18.58,687,5562,6180,92.2,0,0,0,0
1,credit_card,1.347,569.9,1.122.524.339,13.63,712,6.510.041.667,15646,81.9,1,1,0,0
1,debt_consolidation,1.284,336.18,1.059.663.473,19.44,727,4470,17944,57.5,0,0,0,0
1,debt_consolidation,1.379,136.31,1.059.663.473,13.68,682,2.340.041.667,4764,79.4,2,1,0,0
1,credit_card,0.16,269.84,1.049.127.422,16.37,667,1470,16083,71.8,0,0,0,0
1,debt_consolidation,1.505,249.78,1.122.524.339,8,677,4440,17321,87.6,0,1,0,0
1,home_improvement,932,223.63,1.191.839.057,7.5,762,2.340.041.667,79333,4.5,0,0,0,0
1,all_other,1.411,684.58,1.100.209.984,22.24,702,4410,9520,76.2,0,0,0,0
1,debt_consolidation,1.379,245.35,1.058.354.949,18.57,682,2.370.041.667,9625,56,2,0,0,0
1,credit_card,963,385.14,1.066.895.539,22.02,752,2.807.041.667,22486,26.6,0,0,0,1
1,major_purchase,963,256.76,1.173.606.902,10.53,742,1.254.004.167,9348,49.5,2,0,0,0
1,all_other,932,159.74,1.037.349.118,1.13,752,3.780.041.667,833,8.2,2,0,0,0
1,all_other,932,159.74,1.098.494.147,10.46,777,3.100.041.667,152,0.6,1,0,0,0
1,debt_consolidation,1.505,85.87,111.844.214,19.87,672,4800,5517,34.1,2,0,0,1
1,debt_consolidation,963,462.16,1.106.657.586,16.78,762,4.560.041.667,11160,14.9,1,0,0,0
1,all_other,1.632,176.57,1.187.756.858,4.35,667,8.190.041.667,157,52.3,1,1,1,0
1,small_business,1.537,871.16,1.140.645.322,22.59,702,4980,30523,77.7,1,0,0,0
1,debt_consolidation,1.568,280.02,1.091.643.301,22.18,667,1.113.004.167,43110,93.3,1,0,0,0
1,credit_card,1.442,238.96,101.266.311,18,672,3.780.041.667,9394,44.6,3,0,0,1
1,all_other,1.316,675.41,1.123.848.862,16.56,712,3.245.041.667,21118,65.2,0,0,0,1
1,credit_card,1.253,167.34,1.110.122.093,16.55,722,8.280.041.667,24345,93.6,0,0,0,0
1,debt_consolidation,1.347,417.25,1.037.361.617,22.08,697,5220,10543,29.1,0,0,0,0
1,small_business,1.411,61.62,1.071.441.777,15.68,677,6990,17826,92.8,2,0,0,0
